crawlid,url,userinfo,message,pros,cons,title,make,model
1516,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y George","Great car! ","Regardless of the gas mileage stated on the sticker, when we are in FL, we get nearly 50 mpg (it is flat in FL). In PA we average 40-42 mph, better than the numbers they publish. We love this car and all the features! Rides great and the back-up camera has a very wide angle. Also, the Navigation system is superior. I'd buy another one in a heartbeat! 
","I wish it had heated seats in the back.......... 
","Our best car ever! by George on 03/05/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 1 year. 1 ",lincoln,"mkz hybrid"
1517,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Lady Hawk from the Hawk's Nest, WA.","One of the best cars I have ever owned (14 so far) ","Not only a smooth, quiet ride and I average 38 MPG but that Lincoln OOOZES of class and good looks. I am VERY happy with that piece of machinery. 
","I can't afford two of them at right now. 
","A CLASS ACT!!! by Lady Hawk from the Hawk's Nest, WA. on 03/02/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 2 years. 1 ",lincoln,"mkz hybrid"
1518,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Barbara, Hellertown PA","Best car we've ever owned. When we replace our other car, it will be with another Lincoln Hybrid. Great warrenty too! ","Owned since March and have nothing but good to say about it. Mpg on sticker says 36 highway and 41 city but we avg. 41-42 mpg all the time, even with AC continuously. Wish Lincoln would do more advertisement in eastern PA because the public really should know how great it is. Great choices on the nagivator system. My husband drove it home from FL on a tank and a half of gas! Purchased car in FL because we couldn't get a deal here in Allentown, PA. Navigator has never been wrong with an address. Maps easy to read and has nice options. We also like the hands-off options for phone and audio. Carries 4 adults. Lincoln sells hybrids at the same base price as gas models; very unusual 
","The trunk could be larger, but for the 2 of us it's fine, even on a trip. Can't seem to copy CD's into the system unless they are professionally done. I have a lot of CD's in that category. The only other con is that once you pull on the cord to close the trunk, you have to do the rest by hand. There seems to be no good spot on the outside of the trunk to put your hands onto. Don't want to push on the trim to do it because it might break. 
","FANTASTIC LINCOLN MKZ HYBRID 2012 by Barbara, Hellertown PA on 08/05/2012. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1519,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","I've had the car now 4 months and pretty much like everything about it other than the trunk size. It does take some time to learn how to efficiently drive and get the most out of your mileage. I'm still increasing my mpg's but it's doing better than advertised. My long term accumulated mpg is now at 43 and slowly climbing and my last 2 tanks I've gotten 46 and 47 mpg driving to work and back (32 miles RT). I pretty much think I'm about topped out at that though. You have to drive it with the goal in mind to get good mileage using the gauges as your guide - drive it like everyone else drives and you will probably get in the high 30's. You have to conciously work at it all the time - make a game out of it and brag about your results. People will be shocked. ","Very quiet on highway, roomy interier, sync system with backup camera(love it), great mileage, comfortable on trips, size makes it a breeze to parallel park. 
","Being a hybrid limits the trunk space, wish length was extended a bit to increase the trunk storage area. Takes a bit to warm up so you can get into electric mode. Also wish the battery would last a bit longer before running down. 
","Better Than Advertised - That doesn't happen often. by Don in Spokane on 07/03/2012. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1520,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Would do it again. No price hike for hybrid key to original purchase. ","As high as 56.6 city and 44.2 highway. Nice looking car. 
","Nothing so far. 6,000 miles. 
","Great mileage, city/highway by An MSN Autos Consumer on 05/21/2012. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1521,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","I'm quite happy we chose the American made luxury hybrid. The price diffrence probably won't be recovered in gas mileage over the gas model but we feel better about doing our small part in reducing emissions and being more efficient. ","Still improving on gas mileage, last 2 tanks I was over 43 mpg driving to and from work mostly. I like the backup camera, adaptive headlights, heated/cooled seats, blind spot alert, quiet ride and navigation system. Seats are comfortable on a long drive and vision around vehicle is good. I got it for the Lincoln comfort and mileage and I'm getting both. My longterm mileage is right at 40 mpg and I think I can exceed that. Takes a little time getting reaccustomed to driving more efficiently and the gauges help you in that goal. 
","Head room in the back seat with the moon roof is a bit low, could be a bit more height. Trunk space a bit small due to the batteries but you knew that came with the hybrid model. Also power on the top end is limited but that too comes with being a hybrid. You can't have everything. 
","A Good Ride with efficiency. by Don in Spokane on 05/09/2012. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1522,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Quim, San An","My American made car: awesome !! ","The mileage on city/hwy, the quietness and the comfort. Elegant inside of it. 
","The moon-roof size (small) 
","Elegant ride by Quim, San Antonio Tx on 12/06/2011. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1523,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Researched A Lot of Cars from Denver","This car is definitely worth putting your review list! ","This is the first Lincoln that I've owned, and it is a great car. I bought it because of the mileage, the smooth ride (my previous car was a Lexus IS which was not a smooth ride), it has A LOT of leg room in the front and back seats, it's an American-based company that didn't accept a government bailout, and the SYNC system is very cool. The salesman was not high pressure, probably because the car speaks for itself. I briefly owned a Prius several years ago and really disliked the A/C, road noise, and uncomfortable ride. For green folks or people who like technology, this is definitely worth a look! Also, I definitely prefer the SYNC to the Lexus and Toyota computer navigation too. 
","The batteries cause the trunk space to be somewhat smaller than what I would have preferred, but you can add a ski rack (and probably other racks too). 
","Best Hybrid Sedan That I Could Find at a Reasonable Price by Researched A Lot of Cars from Denver on 07/22/2011. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. 1 ",lincoln,"mkz hybrid"
1524,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Stevi Maree","Outstanding drive, technology, design and overall performance. Price for the standard features is unmatched across the luxury market; comparing like vehicles. Price of upkeep and maintainance is very reasonable in luxury line, as well. ","2013 and 2014 are streamlined, beautiful and drive like a dream. Handling and performance are fantastic. I have driven all three engines and am extremely impressed with the gas mileage and the ride all engines, including the hybrid. I just cannot say enough positive about this vehicle! I encourage everyone to drive it for yourself! 
","Nothing yet 
","The Ultimate Ride by Stevi Maree on 01/13/2014. Useful? ",lincoln,"mkz hybrid"
1525,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y TexasHarry","I've wanted a Lincoln for some time. I found this one, and finally decided to get one. It is doing what I want it to do...*s* ","First, the gas mileage is excellent. Second, it has ALL the ""bells and whistles"". 
","A bit small inside, but very comfy. Also, trunk is a bit small, but no biggee... 
","I've Always Wanted a Lincoln by TexasHarry on 10/29/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. Useful? ",lincoln,"mkz hybrid"
1526,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Phil & Nancy Wolf","Excellent ","I have the new 2013 hybrid MKZ. I have bought lincolns for about 15 years. My wife drives a 2003 LS bought in 2003. Have 115,000 miles on it and probably the best car I have owned until this 2013 MKZ hybrid. 
","Nothing. Everything is great. All the exreas and the quietness of the vehicle makes it the best vehicle to own. Depending on your driving habits I have gotten 46MPG at some point and as low as 37MPG. I drive by gas stations and laugh. 
","Best hybrid on the market by Phil & Nancy Wolfson on 10/17/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. Useful? ",lincoln,"mkz hybrid"
1527,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Suzanna","a excellent choice ","even though 2013 are not listed on this survey I love my Hybrid in excellent preformence and driver assit package a must drive one MKZ and the MkX ecellant Parks itself lane control Back up camera follow to close options phone sirus connect keyless push button start plenty of room inside and trunk . excellance all the way! 
","Nothing 
","The Excellant Lincoln 2013 MKZ and MKX by Suzanna on 08/14/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. Useful? ",lincoln,"mkz hybrid"
1528,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Bob","I wanted it for longer road trips. the 40 plus mpg and smooth ride have made mytwo 4000 miles to the east worth the purchase. ","The ride is smooth, quiet, and it really holds the road great at high speeds. Great mpg on longer high speed trips. 40 plus mpg 
","I only get about 32 mpg in the city. 
","Great road car by Bob on 07/16/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 1 year. Useful? ",lincoln,"mkz hybrid"
1529,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Curt in Illinois","With a fillup indicating 750 miles to empty, it's great to just avoid going to the gas station. ","Gas mileage over 42 since we purchased a year ago. More mileage in the summer, less in the winter. 
","Wish the trunk would pop up 
","Outstanding gas mileage by Curt in Illinois on 06/30/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 1 year. Useful? ",lincoln,"mkz hybrid"
1530,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Gail","Overall love the Lincoln MKZ Hybrid. A few tweaks could be done with regard to storage compartments, gas mileage, etc.; however I have a 2012 and perhaps all those matters were addressed for 2013. Previously owned a 2011 Fusion (which I loved) but wanted to enter the hybrid arena, and I'm glad I did! ","Comfortable, elegant ride and interior. Good quality leather and trim.Beautiful exterior lines and grille. Great handling 
","Lack of storage compartments interior....center armrest only spot for storage of change, etc. Gas mileage so far not quite as projected....hovering around 35 mpg. 
","Great Way to Try a Hybrid! (and a luxury one at that!) by Gail on 03/05/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 1 year. Useful? ",lincoln,"mkz hybrid"
1531,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Walter Bartlesville Okla.","What ever the MPG on car in show room with few miles is likely the mpg it will agerage. Over all not bad car hard to see to side and rear but getting used to using the mirrows and backup camera warning sinsor are a nusance. Maybe replace it with the new model next year. ","Nice looking car well put togather 
","Poor fuel milage average 34 mpg only runs on all electric when under 40mph and going down hill. Rather noisey for a Linclon trunk small.. We have driven on several long highway trips rides okay and not too noisy in front seats. but the mpg remains at 34.4 our average driveing is seven miles to town at sixty five and few miles in town... at around 30 mph really disappointed in fuel miliage... I have always been able to exceed the claimed milage in other cars Dealer service is great. . 
","undecided by Walter Bartlesville Okla. on 01/13/2013. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned 1 year. Useful? ",lincoln,"mkz hybrid"
1532,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Thomas Pierce Bush","Overall, we not gone buy lincoln MKZ until lincoln designers find a full electric engine 3.2 or greater for this carwe will keep the car for maximum of 15 years and during this period company will have lincoln dealership services and I have no idea you do better or cadilac company ","We like Exterior Burgundy color, White diamond tricoatInterior leather, milky color, creamy colorEngine 3.6 or at least 3.2 have to be full electric we will be ready to shop any time after 2015, ..., 2020,.... 
","Interior is exellentout sidefront part have a grade of 7 of 10back is 8 of 10side body is ok, in some point is great 
","velocity by Thomas Pierce Bush on 04/08/2012. Useful? ",lincoln,"mkz hybrid"
1533,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14453&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","It is a great all around car for comfort and economy! ","This car has Style and Everything Nice! The best features I like are the air condition and heated seats, back-up camera and blind spot mirrors. 
","Could get better Gasoline Mileage, 39 to 41 miles/gallon, doesn't cut it!! 
","The Ultimate Luxury Hybrid by Tony from Bel Air on 02/23/2012. Trim: 2012 Lincoln MKZ Hybrid Hybrid, Owned less than 1 year. Useful? ",lincoln,"mkz hybrid"
1534,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15138&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Best large SUV ! ","This is my second Navigator and the third one is happening soon. This SUV rides extremely smooth. A big plus is repair of this vehicle is repair and maintenance is lower than any car or SUV I have owned . THe Navigator is a vehicle that one will probably own longer than five years due to reliability and reasonable repair cost when warranty is expired. 
","Front grill a little too toothy ! 
","Ultimate SUV by An MSN Autos Consumer on 12/24/2013. Trim: 2013 Lincoln Navigator 4X4, Owned 1 year. Useful? ",lincoln,navigator
1535,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15138&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Cesar","Very luxurious, large, and also dependable on the road. ","Everything 
","The mpg 
","Luxury and Commodity by Cesar on 10/24/2013. Trim: 2013 Lincoln Navigator 4X4, Owned less than 1 year. Useful? ",lincoln,navigator
1536,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15138&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Shantreal","this the best car in the world. ","it so nice cars what I see be for 
","this is good for me. 
","i like them big truck by Shantreal on 10/16/2013. Trim: 2013 Lincoln Navigator 4X4. 2 ",lincoln,navigator
1537,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14049&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Doug","My experience owning these vehicles has been very rewarding. I would say the styling, V-8 power, comfort, safety features, along with reliability of the TC (probably driven 500,000) miles----has been beyound my expectations. I will truly miss the Towncar! ","This is my 6th TC. I was lucky to find a 2011 that was assembled two weeks before the LAST TC rolled off the Canadian line. I was surprised when I took delivery and found out it does NOT have the air ride. It will be much easier to repair as the years go by---and a whole lot less expensive. Very good mileage---so far 22-25 mpg. V-8 has plenty of giddy up for a blvd. cruiser! The fit and finish on this vehicle is exceptional. I'm very pleased with my purchase. 
","Ford puts the Michelin LX4 tires on this vehicle. Very entree level (cheaper?) for such a luxury ride. Also, we seniors who have been loyal TC customers are OFFENDED by the decision to end production of such a wonderful vehicle! So far all I've seen is high tech gizmos and slick styling changes for the new Lincoln cars. Not to mention the pricing! Wait 'till end users have to pay for the repair of the electronics on these vehicles after warranty!!!!! Ford could have (and should have)done a better job when revamping this line up. 
","2011 Lincoln Towncar by Doug on 11/12/2013. Trim: 2011 Lincoln Town Car Signature Limited, Owned less than 1 year. 1 ",lincoln,"town car"
1538,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14049&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","I would gladly recommend this vehicle to other drivers. Luxury, quality and looks are great. ","The first Town Car was owned by my parents. It was a 1978. This car was one of the best vehicles that they ever owned. We used this car for just about anything that we wanted and never had any trouble with it. It was wrecked several times and repaired and still ran like a champ. The next one I bought new in 2006 and have it till this day. It has over 100,000 miles on it and still drives like new. My Mother had a 2002 Cadillac SLS that drove great. It got wrecked recently and I found them a 2006 Lincoln Town Car that only had 34,000 miles on it. It looks and drives fantastic. I would def buy another one if the need arose. I really like my 2006 Town Car. 
","There is nothing to dislike about this vehicle. The design and the quality are great. 
","My Lincoln Town Car's by Ronnie from Florida on 09/15/2012. Trim: 2011 Lincoln Town Car Signature L, Owned less than 1 year. 3 ",lincoln,"town car"
1539,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14049&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Marty from S Ari","I love my Lincoln Town Car and this is number four. At 6'6', I have much room. But I have made some changes. I took the regular air filter out and put in a K&N permanent air filter. I also use premium gas because I get much better performance. Now at 65mph, I can get anywhere from 28-31mpg. The ride is superb and as good as any other luxury vehicle I have been in as a passenger. This Lincoln TC is a big safe car. Others can have their ""smart"" cars. I have my SAFE car. In Feb. 2009, while stopped at a red light, I was hit from behind by a large flatbed truck traveling very fast . My prior Lincoln TC was totaled with the trunk pushed in a few feet. I LIVED but with a broken back! Anything smaller there would be deaths or severe injuries. As long as Ford/Lincoln keeps making the Town Car, I'll always buy one. ","I like everything from the looks, color, safety, luxury, comfort and total confidence in the quality. 
","I wish Ford/Lincoln would put Pirelli tires on or at least give the buyer a choice. 
","The best in luxury/safety from America, even though it was made in Canada. by Marty from S Arizona on 09/03/2012. Trim: 2011 Lincoln Town Car Signature Limited, Owned 1 year. 2 ",lincoln,"town car"
1540,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14389&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Doug","My experience owning these vehicles has been very rewarding. I would say the styling, V-8 power, comfort, safety features, along with reliability of the TC (probably driven 500,000) miles----has been beyound my expectations. I will truly miss the Towncar! ","This is my 6th TC. I was lucky to find a 2011 that was assembled two weeks before the LAST TC rolled off the Canadian line. I was surprised when I took delivery and found out it does NOT have the air ride. It will be much easier to repair as the years go by---and a whole lot less expensive. Very good mileage---so far 22-25 mpg. V-8 has plenty of giddy up for a blvd. cruiser! The fit and finish on this vehicle is exceptional. I'm very pleased with my purchase. 
","Ford puts the Michelin LX4 tires on this vehicle. Very entree level (cheaper?) for such a luxury ride. Also, we seniors who have been loyal TC customers are OFFENDED by the decision to end production of such a wonderful vehicle! So far all I've seen is high tech gizmos and slick styling changes for the new Lincoln cars. Not to mention the pricing! Wait 'till end users have to pay for the repair of the electronics on these vehicles after warranty!!!!! Ford could have (and should have)done a better job when revamping this line up. 
","2011 Lincoln Towncar by Doug on 11/12/2013. Trim: 2011 Lincoln Town Car Signature Limited, Owned less than 1 year. 1 ",lotus,elise
1541,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14389&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","I would gladly recommend this vehicle to other drivers. Luxury, quality and looks are great. ","The first Town Car was owned by my parents. It was a 1978. This car was one of the best vehicles that they ever owned. We used this car for just about anything that we wanted and never had any trouble with it. It was wrecked several times and repaired and still ran like a champ. The next one I bought new in 2006 and have it till this day. It has over 100,000 miles on it and still drives like new. My Mother had a 2002 Cadillac SLS that drove great. It got wrecked recently and I found them a 2006 Lincoln Town Car that only had 34,000 miles on it. It looks and drives fantastic. I would def buy another one if the need arose. I really like my 2006 Town Car. 
","There is nothing to dislike about this vehicle. The design and the quality are great. 
","My Lincoln Town Car's by Ronnie from Florida on 09/15/2012. Trim: 2011 Lincoln Town Car Signature L, Owned less than 1 year. 3 ",lotus,elise
1542,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14389&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Marty from S Ari","I love my Lincoln Town Car and this is number four. At 6'6', I have much room. But I have made some changes. I took the regular air filter out and put in a K&N permanent air filter. I also use premium gas because I get much better performance. Now at 65mph, I can get anywhere from 28-31mpg. The ride is superb and as good as any other luxury vehicle I have been in as a passenger. This Lincoln TC is a big safe car. Others can have their ""smart"" cars. I have my SAFE car. In Feb. 2009, while stopped at a red light, I was hit from behind by a large flatbed truck traveling very fast . My prior Lincoln TC was totaled with the trunk pushed in a few feet. I LIVED but with a broken back! Anything smaller there would be deaths or severe injuries. As long as Ford/Lincoln keeps making the Town Car, I'll always buy one. ","I like everything from the looks, color, safety, luxury, comfort and total confidence in the quality. 
","I wish Ford/Lincoln would put Pirelli tires on or at least give the buyer a choice. 
","The best in luxury/safety from America, even though it was made in Canada. by Marty from S Arizona on 09/03/2012. Trim: 2011 Lincoln Town Car Signature Limited, Owned 1 year. 2 ",lotus,elise
1543,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Rick","Yes I want one for a daily driver ","Awesome styling, great performance, looks and sounds like an exotic with the reliability of a toyota. 
","Rear seats are a joke ... at 5'4"" i had to slump over and still hit my head 
","Wow ... everyday driver that you can take to a car show after by Rick on 01/20/2014. Trim: 2012 Lotus Evora Coupe. Useful? ",lotus,evora
1544,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Mike from NJ","With my 5 year old in the back seat, I have a renewed enthusiasm for family outings. I bought the car a bit hastily after I fell in love with it, and I have no regrets. I recently had a chance to drive a Porsche 911, which, although it had more power, felt like it was lumbering compared to the Evora, which glides. ","Drives like a dream. Somehow, it miraculously sticks to the road like glue and slithers over it like a snake at the same time. 
","My ethics and sense of public safety prevent me from really opening it up on public roads. 
","A Sticky Snake by Mike from NJ on 12/05/2013. Trim: 2012 Lotus Evora 2+2, Owned 2 years. Useful? ",lotus,evora
1545,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y reb","I am still in awe of this machine. Power and telepathic handling. Very forgiving suspension and great stability. Always makes me smile and my hands sweat a little ;-) Fast and fun. Turns heads. Rare. ","THE purest driving ever! Camry V6 brings reliability. Raw coolness, especially for the cost. Get with all possible options. 
","Not really a rear seat unless legless. 
","Fun per dollar is unreal by reb on 11/16/2012. Trim: 2012 Lotus Evora Coupe, Owned less than 1 year. Useful? ",lotus,evora
1546,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Lotus Lover from Hous","AWESOME. For the price (93,000) you can't beat it. Experts are comparing this to cars well over twice the price. ","I own and drive 5 Loti, including a 2011 coupe and a 2012GP-s. The 2011 is smooth and silky. Mechanically she has been sound. Cosmetically she has had warrany repairs. The 2012 S is awesome. A little more comfortable and FAST! He is really hard to keep under 120. Lotus did have to replace the engine at 380 miles. The Toyota engine blew a rod... 
","Finish trim is beautiful, but needs to be more durable. The leather dash curled, and the carpet piled up under the clutch, the front and rear window molding trim cracked and had to be replaced. 
","Smooth, Sleek and Fast by Lotus Lover from Houston on 10/14/2012. Trim: 2012 Lotus Evora S, Owned less than 1 year. Useful? ",lotus,evora
1547,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y chirowolf","I don't know who wrote the other review, but almost sure he does not own a Lotus. Not sure why he wasted his time even putting up a review ","Handling is beyond great. Even in supercar land. this is a awesoem handling car. Brakes are amazing. Every day someone ask me about the car. Great for my Ego.so far has been very reliable. no mechanical problems what so ever. Can't say that about most exotics 
","It is a hand built car. some of the fit and finish is not the best. I would like some more power. teh power is good, but more is always better. 
","best handling exotic? could be. by chirowolf on 04/24/2012. Trim: 2012 Lotus Evora Coupe, Owned 1 year. 20 ",lotus,evora
1548,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14859&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Your thinking mactehs mine - great minds think alike! ","Your thinking mactehs mine - great minds think alike! 
","Your thinking mactehs mine - great minds think alike! 
","UyKBWvRNqh by An MSN Autos Consumer on 04/20/2012. Trim: 2012 Lotus Evora Coupe, Owned 1 year. 1 ",lotus,evora
1549,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=13988&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ERIC","THIS IS THE MOST FUN I EVER HAD WITH A CAR ","IT TURNS AND BURNS LIKE A GO KART 
","NOTHING I LOVE THIS CAR 
","LOTUS EXIGE by ERIC on 08/01/2013. Trim: 2010 Lotus Exige S 240, Owned 4 years. 1 ",lotus,exige
1550,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=13988&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","awesome ","no other non-track car is even remotely similar 
","visibility and ingress,egress are poorlow torque but doesnt matter really 
","4 wheel motorcycle by An MSN Autos Consumer on 07/23/2012. Trim: 2010 Lotus Exige S 260, Owned 3 years. 1 ",lotus,exige
1551,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=13988&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","get it ","everything 
","nothing 
","Cool Car by An MSN Autos Consumer on 03/25/2012. Trim: 2010 Lotus Exige S 260, Owned 2 years. Useful? ",lotus,exige
1552,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=13988&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Nick from NY","Should have ","killing looks 
","nothing 
","My Love by Nick from NY on 01/20/2011. Trim: 2010 Lotus Exige S 260, Owned 2 years. 2 ",lotus,exige
